transpotation,start,-,-,-,end,-,-,-,-,-,-,-,-,,
type,date,country,region,type,type,date,country,region,type,time(Min),price,currency,memo,,
Taxi,2023/9/22,TUN,tunis,Terminal,2023/9/22,TUN,tunis,Park,4,10,3.5,TND,Japanese Garden,,
Train,2023/9/23,TUN,tunis,Inn,2023/9/23,TUN,tunis,Central,2.4,15,0.8,TND,-,,
Train,2023/9/23,TUN,tunis,Station,2023/9/23,TUN,Sidi Bou Said,Station,19.3,40,1,TND,-,,
Train,2023/9/23,TUN,Sidi Bou Said,Station,2023/9/23,TUN,Carthago,Station,2,5,0.5,TND,-,,
Train,2023/9/23,TUN,Carthago,Station,2023/9/23,TUN,La Goletta,Station,5,10,0.5,TND,-,,
Ferry,2023/9/23,TUN,La Goletta,Port,2023/9/24,ITA,Palermo,Port,360,930,9691,JPY,-,,
Bus,2023/9/25,ITA,Palermo,Terminal,2023/9/25,ITA,Siracusa,Terminal,260,210,17,EUR,-,,
Train,2023/9/25,ITA,Siracusa,Terminal,2023/9/25,ITA,Noto,Station,39,40,4.6,EUR,-,,
Bus,2023/9/25,ITA,Noto,Stop,2023/9/25,ITA,Siracusa,Stop,39,60,3.6,EUR,-,,
Train,2023/9/26,ITA,Siracusa,Station,2023/9/26,ITA,Messina,Station,162,180,12.8,EUR,-,,
Train,2023/9/26,ITA,Messina,Station,2023/9/26,ITA,Taormina,Station,53.2,70,3.5,EUR,-,,
Bus,2023/9/26,ITA,Taormina,Station,2023/9/26,ITA,Taormina,Central,5.1,30,1.5,EUR,-,,
Bus,2023/9/26,ITA,Taormina,Central,2023/9/26,ITA,Catania,Station,54.6,80,5.1,EUR,-,,
Bus,2023/9/26,ITA,Catania,Station,2023/9/26,ITA,Catania,Inn,2,10,1,EUR,-,,
Bus,2023/9/27,ITA,Catania,Catedral,2023/9/27,ITA,Catania,AirPort,5.2,17,4,EUR,-,,
AirPlane,2023/9/27,ITA,Catania,AirPort,2023/9/27,MLT,Luqa,AirPort,190,50,3535,JPY,-,,
Bus,2023/9/27,MLT,Luqa,AirPort,2023/9/27,MLT,Valletta,Central,8.6,36,0,EUR,transportaion card,,
Boat,2023/9/27,MLT,Valletta,Port,2023/9/27,MLT,L-Isla,Port,2,10,0,EUR,transportaion card,,
Bus,2023/9/27,MLT,L-Isla,Stop,2023/9/27,MLT,dal Tarxien,Port,4,11,0,EUR,transportaion card,,
Bus,2023/9/27,MLT,dal Tarxien,Stop,2023/9/27,MLT,Valletta,Terminal,6.4,13,0,EUR,transportaion card,,
Bus,2023/9/27,MLT,Valletta,Terminal,2023/9/27,MLT,Valletta,Stop,6.6,19,0,EUR,transportaion card,,
Bus,2023/9/27,MLT,Valletta,Stop,2023/9/27,MLT,Valletta,Terminal,6.6,19,0,EUR,transportaion card,,
Bus,2023/9/27,MLT,Valletta,Terminal,2023/9/27,MLT,Valletta,Terminal,8.6,36,0,EUR,2h ticket,,
AirPlane,2023/9/27,MLT,Luqa,AirPort,2023/9/27,ITA,Catania,AirPort,190,50,3535,JPY,-,,
Bus,2023/9/27,ITA,Catania,AirPort,2023/9/27,ITA,Catania,Catedral,5.2,17,4,EUR,-,,
Bus,2023/9/28,ITA,Catania,Terminal,2023/9/28,ITA,Taranto,Terminal,481,540,70,EUR,-,,
Bus,2023/9/28,ITA,Taranto,Terminal,2023/9/28,ITA,Taranto,Central,6,15,1.11,EUR,-,,
Train,2023/9/29,ITA,Taranto,Station,2023/9/29,ITA,Brindisi,Station,70.8,80,4.4,EUR,-,,
Train,2023/9/29,ITA,Brindisi,Station,2023/9/29,ITA,Lecce,Station,39.2,60,4.4,EUR,-,,
Train,2023/9/29,ITA,Lecce,Station,2023/9/29,ITA,Brindisi,Station,39.2,60,4.4,EUR,-,,
Ferry,2023/9/29,ITA,Brindisi,Port,2023/9/30,GRC,Igoumenitsa,Port,267,690,9500,JPY,-,,
Bus,2023/9/30,GRC,Igoumenitsa,Terminal,2023/9/30,GRC,Ioannina,Terminal,78.7,90,10,EUR,-,,
Bus,2023/9/30,GRC,Ioannina,Stop,2023/9/30,GRC,Perama,Stop,4.3,10,1.5,EUR,-,,
Bus,2023/9/30,GRC,Perama,Stop,2023/9/30,GRC,Ioannina,Stop,4.3,10,1.5,EUR,-,,
Bus,2023/10/1,GRC,Ioannina,Stop,2023/10/1,GRC,Thessaloníki,Terminal,259,210,28,EUR,-,,
Bus,2023/10/1,GRC,Thessaloníki,Terminal,2023/10/1,GRC,Thessaloníki,Central,4.3,10,2,EUR,-,,
Bus,2023/10/2,GRC,Thessaloníki,Central,2023/10/2,GRC,Thessaloníki,Terminal,4.3,10,2,EUR,-,,
Bus,2023/10/2,GRC,Thessaloníki,Terminal,2023/10/2,MKD,Skopje,Terminal,237,240,35,EUR,-,,
Bus,2023/10/4,MKD,Skopje,Terminal,2023/10/4,MKD,Bitola,Terminal,174,210,630,MKD,-,,
Bus,2023/10/4,MKD,Bitola,Terminal,2023/10/4,MKD,Skopje,Terminal,174,210,600,MKD,-,,
Bus,2023/10/4,MKD,Skopje,Terminal,2023/10/4,MKD,Ohrid,Terminal,173,200,890,MKD,-,,
Taxi,2023/10/4,MKD,Ohrid,Terminal,2023/10/4,MKD,Ohrid,Inn,2.6,5,300,MKD,-,,
Bus,2023/10/6,MKD,Ohrid,Terminal,2023/10/6,ALB,Elbasan,Terminal,91.1,150,20,EUR,-,,
Bus,2023/10/6,ALB,Elbasan,Terminal,2023/10/6,ALB,Berat,Terminal,68.8,120,500,ALL,-,,
Bus,2023/10/7,ALB,Berat,Central,2023/10/7,ALB,Berat,Terminal,1.7,5,30,ALL,-,,
Bus,2023/10/7,ALB,Berat,Terminal,2023/10/7,ALB,Gjirokastor,Suberb,170,180,1000,ALL,-,,
Bus,2023/10/7,ALB,Gjirokastor,Suberb,2023/10/7,ALB,Gjirokastor,Central,11.7,20,200,ALL,-,,
Bus,2023/10/7,ALB,Gjirokastor,Central,2023/10/7,ALB,Sarandë,Central,54.7,60,400,ALL,-,,
Bus,2023/10/8,ALB,Sarandë,Central,2023/10/8,ALB,Vlorë,Terminal,117,180,1500,ALL,-,,
Bus,2023/10/9,ALB,Vlorë,Terminal,2023/10/9,ALB,Tirana,Terminal,157,135,600,ALL,-,,
Bus,2023/10/9,ALB,Tirana,Terminal,2023/10/9,ALB,Tirana,Central,2.7,10,40,ALL,-,,
Bus,2023/10/10,ALB,Tirana,Terminal,2023/10/10,KVX,Prizren,Terminal,184,195,1600,ALL,-,,
Bus,2023/10/10,KVX,Prizren,Terminal,2023/10/10,KVX,Prizren,Central,6,20,1,EUR,-,,
Bus,2023/10/11,KVX,Prizren,Terminal,2023/10/11,KVX,Prishtina,Terminal,85.7,120,5,EUR,-,,
Bus,2023/10/11,KVX,Prishtina,Central,2023/10/11,KVX,Prishtina,Terminal,3.5,10,0.5,EUR,-,,
Bus,2023/10/11,KVX,Prishtina,Terminal,2023/10/11,KVX,Peja ,Terminal,83.1,90,4,EUR,-,,
Bus,2023/10/12,KVX,Peja ,Terminal,2023/10/12,KVX,Prishtina,Terminal,83.1,90,5,EUR,-,,
Bus,2023/10/12,KVX,Prishtina,Terminal,2023/10/12,KVX,Ferizaj,Terminal,43.8,60,1.5,EUR,-,,
Bus,2023/10/12,KVX,Ferizaj,Terminal,2023/10/12,KVX,Prishtina,Terminal,43.8,60,1.5,EUR,-,,
Bus,2023/10/12,KVX,Prishtina,Terminal,2023/10/12,MNE,Ulcinj,Terminal,290.3,370,15.5,EUR,-,,
Taxi,2023/10/12,MNE,Ulcinj,Terminal,2023/10/12,MNE,Ulcinj,Inn,2.5,5,10,EUR,-,,
Bus,2023/10/13,MNE,Ulcinj,Terminal,2023/10/13,MNE,Ulcinj,Terminal,77.8,140,8,EUR,-,,
Bus,2023/10/13,MNE,Ulcinj,Inn,2023/10/13,MNE,Podgorica,Central,6,20,0.9,EUR,-,,
Bus,2023/10/13,MNE,Podgorica,Central,2023/10/13,MNE,Podgorica,Inn,6,20,0.9,EUR,-,,
Bus,2023/10/14,MNE,Podgorica,Inn,2023/10/14,MNE,Podgorica,Terminal,6,20,0.9,EUR,-,,
Bus,2023/10/14,MNE,Podgorica,Terminal,2023/10/14,MNE,jabljak,Stop,124,135,12,EUR,-,,
Bus,2023/10/15,MNE,jabljak,Terminal,2023/10/15,MNE,Podgorica,Terminal,124,135,11,EUR,-,,
Bus,2023/10/15,MNE,Podgorica,Terminal,2023/10/15,MNE,Kotor,Terminal,87.2,140,7.5,EUR,-,,
Bus,2023/10/15,MNE,Kotor,Terminal,2023/10/15,MNE,Cetinje,Terminal,53,80,6,EUR,-,,
Bus,2023/10/16,MNE,Cetinje,Terminal,2023/10/16,MNE,Podgorica,Terminal,37.5,60,4,EUR,-,,
Bus,2023/10/16,MNE,Podgorica,Terminal,2023/10/16,BIH,Sarajevo,Terminal,230,345,21.5,EUR,South Terminal,,
Tram,2023/10/16,BIH,Sarajevo,Terminal,2023/10/16,BIH,Sarajevo,Inn,7,30,1.8,BAM,-,,
Tram,2023/10/17,BIH,Sarajevo,Museum,2023/10/17,BIH,Sarajevo,Inn,4,10,1.8,BAM,-,,
Tram,2023/10/18,BIH,Sarajevo,Inn,2023/10/18,BIH,Sarajevo,Terminal,4,10,1.8,BAM,North Terminal,,
Bus,2023/10/18,BIH,Sarajevo,Terminal,2023/10/18,BIH,Mostar,Terminal,125,180,26,BAM,-,,
Bus,2023/10/19,BIH,Mostar,Terminal,2023/10/19,BIH,Mostar,Terminal,247,320,33,BAM,-,,
Bus,2023/10/19,BIH,Mostar,Terminal,2023/10/19,BIH,Banja Luka,Terminal,4,10,2.3,BAM,-,,
Bus,2023/10/19,BIH,Banja Luka,Inn,2023/10/19,BIH,Banja Luka,Central,4,5,2.3,BAM,-,,
Bus,2023/10/19,BIH,Banja Luka,Central,2023/10/19,BIH,Banja Luka,Church,2,5,2.3,BAM,-,,
Bus,2023/10/19,BIH,Banja Luka,Church,2023/10/19,BIH,Banja Luka,Inn,2,5,2.3,BAM,-,,
Bus,2023/10/20,BIH,Banja Luka,Inn,2023/10/20,BIH,Banja Luka,Terminal,2,5,2.3,BAM,-,,
Bus,2023/10/20,BIH,Banja Luka,Terminal,2023/10/20,BIH,Jajce,Terminal,71.1,80,16,BAM,-,,
Bus,2023/10/21,BIH,Jajce,Terminal,2023/10/21,BIH,Tuzla,Terminal,234,345,20,EUR,-,,
Bus,2023/10/22,BIH,Tuzla,Terminal,2023/10/22,SRB,Beograd,Terminal,205,245,22,EUR,-,,
Tram,2023/10/23,SRB,Beograd,Terminal,2023/10/23,SRB,Beograd,Stop,2.5,5,0,EUR,24hour ticket,,
Tram,2023/10/23,SRB,Beograd,Stop,2023/10/23,SRB,Beograd,Stop,2.5,5,0,EUR,24hour ticket,,
Bus,2023/10/23,SRB,Beograd,Terminal,2023/10/23,SRB,Novi Sad,Terminal,101,80,7.43,EUR,-,,
Train,2023/10/25,SRB,Novi Sad,Station,2023/10/25,SRB,Beograd,Station,101,40,603,RSD,-,,
Bus,2023/10/25,SRB,Beograd,Station,2023/10/25,SRB,Beograd,Terminal,2,5,0,RSD,-,,
Bus,2023/10/25,SRB,Beograd,Terminal,2023/10/25,SRB,Niš,Terminal,237,170,1910,RSD,-,,
Bus,2023/10/25,SRB,Niš,Terminal,2023/10/25,SRB,Niš,Central,2,5,80,RSD,-,,
Bus,2023/10/25,SRB,Niš,Central,2023/10/25,SRB,Niš,Inn,1,3,80,RSD,-,,
Bus,2023/10/26,SRB,Niš,Central,2023/10/26,SRB,Niš,Heritage,4.6,20,80,RSD,-,,
Bus,2023/10/26,SRB,Niš,Heritage,2023/10/26,SRB,Niš,Central,4.6,20,80,RSD,-,,
Bus,2023/10/27,SRB,Niš,Terminal,2023/10/27,BGR,Sofia,Terminal,160,200,17.55,EUR,-,,
Subway,2023/10/27,BGR,Sofia,Terminal,2023/10/27,BGR,Sofia,Central,2.9,10,0,BGN,24 hour ticket,,
Tram,2023/10/27,BGR,Sofia,Central,2023/10/27,BGR,Sofia,Museum,10.1,16,0,BGN,24 hour ticket,,
Tram,2023/10/27,BGR,Sofia,Museum,2023/10/27,BGR,Sofia,Central,10.1,16,0,BGN,24 hour ticket,,
Subway,2023/10/29,BGR,Sofia,Central,2023/10/29,BGR,Sofia,Station,2.9,10,1.6,BGN,-,,
Train,2023/10/29,BGR,Sofia,Station,2023/10/29,BGR,Plovdiv,Station,146,180,9.65,BGN,-,,
Bus,2023/10/30,BGR,Plovdiv,Station,2023/10/30,BGR,Plovdiv,Station,2,10,1,BGN,-,,
Train,2023/10/30,BGR,Plovdiv,Station,2023/10/30,BGR,Stara Zagora,Station,96.8,150,8.6,BGN,-,,
Train,2023/10/30,BGR,Stara Zagora,Station,2023/10/30,BGR,Veliko Tarnovo,Station,109,180,6.6,BGN,-,,
Bus,2023/10/30,BGR,Veliko Tarnovo,Station,2023/10/30,BGR,Veliko Tarnovo,Central,2.5,10,1,BGN,-,,
Bus,2023/10/31,BGR,Veliko Tarnovo,Terminal,2023/10/31,BGR,Ruse,Terminal,107,110,11,BGN,-,,
Bus,2023/10/31,BGR,Ruse,Terminal,2023/10/31,ROU,Bucharest,Terminal,73.3,100,29,BGN,-,,
Subway,2023/10/31,ROU,Bucharest,Terminal,2023/10/31,ROU,Bucharest,Inn,4,10,6,RON,-,,
Subway,2023/11/1,ROU,Bucharest,Central,2023/11/1,ROU,Bucharest,Inn,4,10,3,RON,-,,
Train,2023/11/1,ROU,Bucharest,Station,2023/11/1,ROU,Brașov,Station,184,90,59,RON,-,,
Bus,2023/11/1,ROU,Brașov,Station,2023/11/1,ROU,Brașov,Central,5.5,20,8,RON,-,,
Bus,2023/11/2,ROU,Brașov,Central,2023/11/2,ROU,Brașov,Station,5.5,20,8,RON,-,,
Train,2023/11/2,ROU,Brașov,Station,2023/11/2,ROU,Sighisoara,Station,119,200,48,RON,-,,
Train,2023/11/2,ROU,Sighisoara,Station,2023/11/2,ROU,Sibiu,Station,91.2,150,16,RON,-,,
Bus,2023/11/2,ROU,Sibiu,Station,2023/11/2,ROU,Sibiu,Central,2,5,3,RON,-,,
Bus,2023/11/3,ROU,Sibiu,Terminal,2023/11/3,ROU,Cluj-Napoca,Terminal,178,210,54,RON,-,,
Train,2023/11/4,ROU,Cluj-Napoca,Station,2023/11/4,ROU,Iași,Station,391,540,109,RON,-,,
Tram,2023/11/5,ROU,Iași,Terminal,2023/11/5,ROU,Iași,Central,1,5,3,RON,-,,
Bus,2023/11/5,ROU,Iași,Central,2023/11/5,ROU,Iași,Church,5,51,3,RON,-,,
Tram,2023/11/5,ROU,Iași,Central,2023/11/5,ROU,Iași,Inn,4,10,3,RON,-,,
Bus,2023/11/5,ROU,Iași,Terminal,2023/11/5,MDA,Chișinău,Terminal,151,150,75,RON,-,,
Tram,2023/11/5,MDA,Chișinău,Terminal,2023/11/5,MDA,Chișinău,Inn,2,5,6,MDL,-,,
Bus,2023/11/6,MDA,Chișinău,Inn,2023/11/6,MDA,Chișinău,Terminal,7,30,6,MDL,-,,
Bus,2023/11/7,MDA,Chișinău,Terminal,2023/11/7,MDA,Comrat,Terminal,94.9,110,75,MDL,-,,
Bus,2023/11/7,MDA,Comrat,Terminal,2023/11/7,MDA,Cahul,Terminal,85.4,150,75,MDL,-,,
Bus,2023/11/7,MDA,Cahul,Terminal,2023/11/7,ROU,Galaţi,Terminal,65.7,80,90,MDL,-,,
Bus,2023/11/8,ROU,Galaţi,Terminal,2023/11/8,ROU,Constanța,Terminal,196,220,100,RON,-,,
Bus,2023/11/8,ROU,Constanța,Terminal,2023/11/8,ROU,Constanța,Port,7,20,4,RON,-,,
Bus,2023/11/8,ROU,Constanța,Port,2023/11/8,ROU,Constanța,Terminal,7,20,4,RON,-,,
Bus,2023/11/9,ROU,Constanța,Terminal,2023/11/9,ROU,Constanța,Beach,12.2,30,0,RON,24 hour ticket,,
Bus,2023/11/9,ROU,Constanța,Beach,2023/11/9,ROU,Constanța,Central,9,25,0,RON,24 hour ticket,,
Bus,2023/11/9,ROU,Constanța,Central,2023/11/9,ROU,Constanța,Terminal,7,20,0,RON,24 hour ticket,,
Bus,2023/11/9,ROU,Constanța,Terminal,2023/11/9,BGR,Varna,Central,153,150,100,RON,-,,
Train,2023/11/10,BGR,Varna,Station,2023/11/10,BGR,Shumen,Station,89.9,100,14.6,BGN,-,,
Bus,2023/11/10,BGR,Shumen,Terminal,2023/11/10,BGR,Varna,Terminal,89.9,90,11,BGN,-,,
Bus,2023/11/10,BGR,Varna,Terminal,2023/11/10,BGR,Varna,Beach,2,5,0,BGN,24 hour ticket,,
Bus,2023/11/10,BGR,Varna,Beach,2023/11/10,BGR,Varna,Central,2,5,0,BGN,24 hour ticket,,
Bus,2023/11/11,BGR,Varna,Central,2023/11/11,BGR,Varna,Terminal,2,5,0,BGN,24 hour ticket,,
Bus,2023/11/11,BGR,Varna,Terminal,2023/11/11,BGR,Burgas,Terminal,114,160,17,BGN,-,,
Bus,2023/11/11,BGR,Burgas,Terminal,2023/11/11,TUR,Istanbul,Terminal,334,360,55,BGN,-,,
Tram,2023/11/11,TUR,Istanbul,Terminal,2023/11/11,TUR,Istanbul,Central,10,40,15,TRY,-,,
Boat,2023/11/12,TUR,Istanbul,Suberb,2023/11/12,TUR,Istanbul,Central,5.3,15,15,TRY,-,,
Boat,2023/11/12,TUR,Istanbul,Port,2023/11/12,TUR,Istanbul,Port,7,21,15,TRY,-,,
Train,2023/11/13,TUR,Istanbul,Station,2023/11/13,TUR,Istanbul,Terminal,16,30,15,TRY,-,,
Bus,2023/11/13,TUR,Istanbul,Terminal,2023/11/13,TUR,Çanakkale,Terminal,330,270,500,TRY,-,,
Bus,2023/11/13,TUR,Çanakkale,Terminal,2023/11/13,TUR,Çanakkale,Central,3,10,17,TRY,-,,
Bus,2023/11/14,TUR,Çanakkale,Central,2023/11/14,TUR,Çanakkale,Terminal,3,10,17,TRY,-,,
Bus,2023/11/14,TUR,Çanakkale,Terminal,2023/11/14,TUR,Bergama,Terminal,208,255,364,TRY,-,,
Bus,2023/11/14,TUR,Bergama,Terminal,2023/11/14,TUR,Bergama,Central,8.2,12,15,TRY,-,,
Bus,2023/11/14,TUR,Bergama,Central,2023/11/14,TUR,Aliga,Station,47.6,90,30,TRY,-,,
Train,2023/11/14,TUR,Aliga,Station,2023/11/14,TUR,İzmir,Station,64.4,60,50,TRY,-,,
Train,2023/11/15,TUR,İzmir,Station,2023/11/15,TUR,tepekoy,Station,50,56,15,TRY,-,,
Train,2023/11/15,TUR,tepekoy,Station,2023/11/15,TUR,Seluuk,Station,29.3,23,15,TRY,-,,
Train,2023/11/15,TUR,Seluuk,Station,2023/11/15,TUR,Denizli,Station,223,210,135,TRY,-,,
Bus,2023/11/16,TUR,Denizli,Terminal,2023/11/16,TUR,Pamukkale,Heritage,43.8,100,27,TRY,-,,
Bus,2023/11/16,TUR,Pamukkale,Central,2023/11/16,TUR,Denizli,Terminal,47.1,100,24,TRY,-,,
Bus,2023/11/16,TUR,Denizli,Terminal,2023/11/16,TUR,Antalya,Terminal,198,240,200,TRY,-,,
Bus,2023/11/16,TUR,Antalya,Terminal,2023/11/16,TUR,Antalya,Central,9,18,18,TRY,-,,
Bus,2023/11/17,TUR,Antalya,Museum,2023/11/17,TUR,Antalya,Beach,0.5,2,18,TRY,-,,
Bus,2023/11/17,TUR,Antalya,Museum,2023/11/17,TUR,Antalya,Central,2.2,13,18,TRY,-,,
Bus,2023/11/17,TUR,Antalya,Central,2023/11/17,TUR,Antalya,Inn,1.7,10,18,TRY,-,,
Bus,2023/11/18,TUR,Antalya,Inn,2023/11/18,TUR,Antalya,Terminal,9,18,18,TRY,-,,
Bus,2023/11/18,TUR,Antalya,Terminal,2023/11/18,TUR,Isparta,Terminal,187,150,130,TRY,-,,
Bus,2023/11/18,TUR,Isparta,Terminal,2023/11/18,TUR,Isparta,Central,2.2,5,15,TRY,-,,
Bus,2023/11/18,TUR,Isparta,Terminal,2023/11/18,TUR,Konya,Terminal,247,300,300,TRY,-,,
Tram,2023/11/18,TUR,Konya,Terminal,2023/11/18,TUR,Konya,Central,10.9,50,8.5,TRY,-,,
Bus,2023/11/19,TUR,Konya,Church,2023/11/19,TUR,Konya,Central,2,10,8.5,TRY,-,,
Tram,2023/11/19,TUR,Konya,Central,2023/11/19,TUR,Konya,Terminal,10.9,50,8.5,TRY,-,,
Tram,2023/11/19,TUR,Konya,Terminal,2023/11/19,TUR,Konya,Central,10.9,50,8.5,TRY,-,,
Bus,2023/11/19,TUR,Konya,Central,2023/11/19,TUR,Konya,Station,2.2,10,8.5,TRY,-,,
Bus,2023/11/19,TUR,Konya,Station,2023/11/19,TUR,Konya,Central,2.2,10,8.5,TRY,-,,
Tram,2023/11/19,TUR,Konya,Central,2023/11/19,TUR,Konya,Terminal,10.9,50,8.5,TRY,-,,
Bus,2023/11/19,TUR,Konya,Terminal,2023/11/19,TUR,Ankara,Terminal,259,210,200,TRY,-,,
Subway,2023/11/19,TUR,Ankara,Terminal,2023/11/19,TUR,Ankara,Inn,8,20,15,TRY,-,,
Bus,2023/11/20,TUR,Ankara,Central,2023/11/20,TUR,Ankara,Inn,3,10,15,TRY,-,,
Bus,2023/11/21,TUR,Ankara,Inn,2023/11/21,TUR,Ankara,AirPort,27.1,42,80,TRY,-,,
AirPlane,2023/11/21,TUR,Ankara,AirPort,2023/11/21,ARE,Abu Dhabi,AirPort,2667,245,10710,JPY,-,,
Bus,2023/11/21,ARE,Abu Dhabi,AirPort,2023/11/21,ARE,Abu Dhabi,Stop,27.5,50,3.5,AED,-,,
Bus,2023/11/21,ARE,Abu Dhabi,Stop,2023/11/21,ARE,Abu Dhabi,Inn,4,10,3.5,AED,-,,
Bus,2023/11/22,ARE,Abu Dhabi,Inn,2023/11/22,ARE,Abu Dhabi,Stop,9,30,4,AED,-,,
Bus,2023/11/22,ARE,Abu Dhabi,Stop,2023/11/22,ARE,Abu Dhabi,Beach,20,30,4,AED,-,,
Bus,2023/11/22,ARE,Abu Dhabi,Beach,2023/11/22,ARE,Abu Dhabi,Terminal,8.8,15,4,AED,-,,
Bus,2023/11/22,ARE,Abu Dhabi,Terminal,2023/11/22,ARE,Abu Dhabi,AirPort,26.6,45,4,AED,-,,
AirPlane,2023/11/22,ARE,Abu Dhabi,AirPort,2023/11/22,CYP,Larnaca,AirPort,2330,290,5456,JPY,-,,
Bus,2023/11/22,CYP,Larnaca,AirPort,2023/11/22,CYP,Larnaca,Central,8.1,20,2,EUR,-,,
Bus,2023/11/23,CYP,Larnaca,Central,2023/11/23,CYP,Nicosia,Terminal,48.5,65,4,EUR,-,,
Walking,2023/11/23,CYP,Nicosia,Central,2023/11/23,NCY,Lefkosa,Central,0,1,0,EUR,Cross Border,,
Walking,2023/11/23,NCY,Lefkosa,Central,2023/11/23,CYP,Nicosia,Central,0,1,0,EUR,Cross Border,,
Bus,2023/11/23,CYP,Nicosia,Terminal,2023/11/23,CYP,paphos,Terminal,151,140,7,EUR,-,,
Bus,2023/11/24,CYP,paphos,Heritage,2023/11/24,CYP,paphos,Terminal,3.1,10,1,EUR,-,,
Bus,2023/11/24,CYP,paphos,Terminal,2023/11/24,CYP,Limassol,Terminal,68.9,60,4,EUR,-,,
Bus,2023/11/24,CYP,Limassol,Terminal,2023/11/24,CYP,Larnaca,Central,132,75,4,EUR,-,,
Bus,2023/11/24,CYP,Larnaca,Central,2023/11/24,CYP,Larnaca,Terminal,1.5,5,2,EUR,-,,
Bus,2023/11/24,CYP,Larnaca,Terminal,2023/11/24,CYP,Larnaca,AirPort,8.1,20,2,EUR,-,,
AirPlane,2023/11/24,CYP,Larnaca,AirPort,2023/11/24,ARE,Abu Dhabi,AirPort,2330,290,5456,JPY,-,,
AirPlane,2023/11/25,ARE,Abu Dhabi,AirPort,2023/11/25,EGY,alexandria,AirPort,2550,270,5456,JPY,-,,
UBER,2023/11/25,EGY,alexandria,AirPort,2023/11/25,EGY,alexandria,Central,52.8,50,270.54,EGP,-,,
UBER,2023/11/26,EGY,alexandria,Central,2023/11/26,EGY,alexandria,Beach,6.2,14,55.53,EGP,-,,
Bus,2023/11/26,EGY,alexandria,Stop,2023/11/26,EGY,alexandria,Inn,2,5,6,EGP,-,,
Bus,2023/11/26,EGY,alexandria,Inn,2023/11/26,EGY,alexandria,Museum,2,5,4,EGP,-,,
Bus,2023/11/26,EGY,alexandria,Museum,2023/11/26,EGY,alexandria,Suberb,6.5,15,2,EGP,-,,
Bus,2023/11/26,EGY,alexandria,Suberb,2023/11/26,EGY,alexandria,Inn,8.5,15,4.5,EGP,-,,
Bus,2023/11/27,EGY,alexandria,Inn,2023/11/27,EGY,alexandria,Museum,2,5,3,EGP,-,,
UBER,2023/11/27,EGY,alexandria,Museum,2023/11/27,EGY,alexandria,Terminal,5.2,9,60.64,EGP,-,,
Bus,2023/11/27,EGY,alexandria,Terminal,2023/11/27,EGY,Port Said,Terminal,284,240,100,EGP,-,,
Bus,2023/11/27,EGY,Port Said,Terminal,2023/11/27,EGY,Port Said,Stop,6.9,30,6,EGP,-,,
Bus,2023/11/27,EGY,Port Said,Stop,2023/11/27,EGY,Port Said,Suberb,5.1,30,9,EGP,-,,
Bus,2023/11/28,EGY,Port Said,Central,2023/11/28,EGY,Port Said,Terminal,6.9,40,12,EGP,-,,
Bus,2023/11/28,EGY,Port Said,Terminal,2023/11/28,EGY,Ismariia,Terminal,83.6,60,27,EGP,-,,
Bus,2023/11/28,EGY,Ismariia,Terminal,2023/11/28,EGY,Suez,Terminal,90.1,60,25,EGP,-,,
Bus,2023/11/28,EGY,Suez,Terminal,2023/11/28,EGY,Suez,Stop,2.7,10,4,EGP,-,,
Bus,2023/11/28,EGY,Suez,Stop,2023/11/28,EGY,Suez,Stop,4.2,10,4,EGP,-,,
Bus,2023/11/28,EGY,Suez,Stop,2023/11/28,EGY,Suez,Stop,4.2,10,4,EGP,-,,
Bus,2023/11/28,EGY,Suez,Stop,2023/11/28,EGY,Suez,Terminal,5.4,15,8,EGP,-,,
Bus,2023/11/28,EGY,Suez,Terminal,2023/11/28,EGY,Cairo,Terminal,140,120,40,EGP,-,,
UBERMoto,2023/11/29,EGY,Cairo,Terminal,2023/11/29,EGY,Cairo,Station,4.9,25,30,EGP,-,,
Subway,2023/11/29,EGY,Cairo,Station,2023/11/29,EGY,Cairo,Station,4.9,11,5,EGP,-,,
Bus,2023/11/29,EGY,Cairo,Stop,2023/11/29,EGY,Giza,Inn,9.4,70,22,EGP,-,,
Bus,2023/11/30,EGY,Giza,Inn,2023/11/30,EGY,Giza,Heritage,7.1,20,6,EGP,-,,
Bus,2023/11/30,EGY,Giza,Heritage,2023/11/30,EGY,Giza,Station,10,30,6,EGP,-,,
Subway,2023/11/30,EGY,Giza,Station,2023/11/30,EGY,Cairo,Station,6,30,5,EGP,-,,
Subway,2023/11/30,EGY,Cairo,Station,2023/11/30,EGY,Cairo,Station,3.5,3,5,EGP,-,,
Subway,2023/11/30,EGY,Cairo,Station,2023/11/30,EGY,Cairo,Station,3.5,3,5,EGP,-,,
Train,2023/12/1,EGY,Cairo,Station,2023/12/1,EGY,Sohag,Station,506,440,25,USD,-,,
Bus,2023/12/2,EGY,Sohag,Station,2023/12/2,EGY,Sohag,Museum,1.5,5,2.5,EGP,-,,
Bus,2023/12/2,EGY,Sohag,Museum,2023/12/2,EGY,Sohag,Station,1.5,5,2.5,EGP,-,,
Taxi,2023/12/2,EGY,Sohag,Station,2023/12/2,EGY,Sohag,AirPort,28,60,300,EGP,-,,
AirPlane,2023/12/2,EGY,Sohag,AirPort,2023/12/2,ARE,Abu Dhabi,AirPort,2310,205,8220,JPY,-,,
